"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"qy2k","Peppers Pizza - Project 4","Pizza",5.0,278,"quezon city"
"qya0","Cafe Abuela - Balmores Street","Silog",5.0,103,"koronadal south cotabato"
"qybz","Coffee Buddy - Panay Avenue","Coffee",5.0,31,"quezon city"
"qycf","Dot Coffee - Festival Mall","Coffee",5.0,280,"muntinlupa city"
"qyo5","Jack's Fresh Lemonade - Ayala Malls Feliz","Milk Tea",5.0,68,"pasig city"
"qyyq","Ersao - Erod","Siomai",5.0,53,"quezon city"
"qz0d","Tony's Lechon House & Restaurant - Poblacion Mercado","Lechon",4.9,119,"lapu-lapu city cebu"
"qz2e","JIM FRUIT STAND","Rice Dishes",0.0,0,"marikina"
"qz48","We Got Cha - Toril","Milk Tea",5.0,1542,"davao city davao del sur"
"qz87","Merry Moo - Makati","Desserts",5.0,22,"makati city"
"qz9p","Khandan Kebab & Biryani House- Kapitolyo","Biryani",5.0,519,"pasig city"
"qzjh","Macao imperial Tea - Capital Towers","Milk Tea",5.0,1883,"quezon city"
"qzl7","Hummus Express - Malolos","Middle Eastern",4.9,43,"malolos bulacan"
"qzp3","Goldilocks - SM Center Las Piñas","Cakes",5.0,120,"muntinlupa city"
"qzrl","PICKUP COFFEE - Corner Market, The Podium","Coffee",5.0,288,"mandaluyong city"
"qzur","Corndog 28 - Ayala Malls Circuit Makati","Corndogs",5.0,1008,"makati city"
"qzwn","Takoyadon - SM City Marikina","Takoyaki",4.9,11,"marikina"
"r02j","Caffeine Manila - Malibay","Beverages",0.0,0,"pasay city"
"r02k","Baga Burger - Taguig","Burgers",5.0,248,"taguig city"
"r0ez","The Cha Empire - Sta Ana","Milk Tea",5.0,716,"manila"
"r0g4","MAA FOOD HUB - Delos Reyes St","Filipino",5.0,26,"manila"
"r0go","SaladStop! - Trinoma","Salads",5.0,1763,"quezon city"
"r0hf","Mang Inasal - Victory Pasay Mall","Chicken",5.0,2810,"pasay city"
"r0hm","Aum Veggieballs","Ulam",4.4,107,"davao city davao del sur"
"r0hv","Pizza Hut - Marcos Highway","Pizza",5.0,2388,"marikina"
"r0hz","Yuki:Flavors of Hokkaido - San Antonio","Japanese",5.0,64,"makati city"
"r0iu","Jollibee - Edsa Guevarra","Fast Food",5.0,10967,"mandaluyong city"
"r0jm","24/7 Wings - Makati","Chicken Wings",4.9,1280,"makati city"
"r0jr","Chatime - SM Marikina","Milk Tea",5.0,1103,"marikina"
"r0ke","Tokyo Tempura - Ayala Feliz","Japanese",4.9,82,"pasig city"
"r0ku","Casa Verde - Ayala Center Cebu","Western",5.0,342,"cebu city"
"r0lu","Michelle's Putong Ube - Zone Complex","Filipino",4.9,184,"makati city"
"r0mt","Bec & Geri's - Ecoland","Filipino",4.6,94,"davao city davao del sur"
"r0nh","Lucy in the Sky Café - Wack Wack Greenhills","Healthy",5.0,314,"san juan"
"r0of","Pho Hoa - Festival Mall 1","Noodles",5.0,326,"muntinlupa city"
"r0on","Ikkousha Ramen - Robinsons Galleria","Ramen",5.0,231,"cebu city"
"r0pm","Tiktilaok - Pacific Mall","Chicken",4.9,1008,"cebu city"
"r0px","Classic Savory - Market! Market!","Chicken",5.0,1046,"taguig city"
"r0qy","Jonie's Sizzlers & Roast - I.T. Park","Asian",5.0,1049,"cebu city"
"r0ra","32 Chicken Run - A. Villanueva","Chicken",5.0,2789,"cebu city"
"r0ro","Maricar's - Pasig","Cakes",5.0,152,"pasig city"
"r0ru","Hot Kitchen - SMDC Light Mall","Filipino",5.0,5423,"mandaluyong city"
"r0sb","Nono's - Valero","Sandwiches",5.0,1319,"makati city"
"r0sf","Kilometer One Coffee & Kitchen - J. Bocobo","Coffee",4.9,226,"manila"
"r0ui","Gerry's Grill - SM Mall of Asia","Filipino",4.9,107,"pasay city"
"r0uo","Hobing Cafe - Market Market","Korean",5.0,1105,"taguig city"
"r0uz","Peri-Peri Charcoal Chicken & Sauce Bar - Resorts World","Chicken",5.0,311,"pasay city"
"r0vc","Formosa Taiwan Milk Tea - Mabolo","Milk Tea",5.0,3957,"cebu city"
"r0vr","Classic Savory - SM Seaside City Cebu","Chicken",5.0,718,"cebu city"
"r0wc","Fruitas - Ayala Malls Marikina","Fruit Shake",5.0,588,"marikina"
"r0xz","Bhon Cafe - Bangkal","Pasta",5.0,1092,"makati city"
"r0yq","Alzen Food Station - Tres de Abril","Filipino",4.8,5429,"cebu city"
"r0za","99 Peso Sulit Chicken - Manila","Chicken",5.0,7414,"manila"
"r0zn","Shakey's Pizza - SM Marikina","Pizza",4.9,190,"marikina"
"r0zs","Healthy To Go - Manila","Healthy",5.0,1999,"manila"
"r1ak","Hummus Express - Makati","Middle Eastern",5.0,282,"makati city"
"r1bh","Yi Fang Taiwan Fruit Tea - Ayala Feliz","Milk Tea",5.0,2608,"quezon city"
"r1bv","Super Chicken Tenders - Makati","Chicken",4.8,1838,"makati city"
"r1cg","Maura Shore Creamery - Obrero","Ice Cream",5.0,469,"davao city davao del sur"
"r1cy","Ville Fruit - Sugbo Mercado","Fruit Shake",5.0,759,"cebu city"
"r1dj","99 Peso Rice Bowls To Go - Makati","Rice Bowl",5.0,1374,"makati city"
"r1dy","Ding Dong's Tuna Grill - Poblacion","Filipino",4.9,3734,"davao city davao del sur"
"r1ee","Greyson's Dimsum & Noodles - Mo. Ignacia","Noodles",5.0,1831,"quezon city"
"r1fg","XO 46 Heritage Bistro - S Maison","Filipino",0.0,0,"pasay city"
"r1fs","Pizza Hut - Buendia","Pizza",5.0,4225,"pasay city"
"r1go","The Coffee Bean & Tea Leaf - Ortigas Park","Coffee",5.0,591,"pasig city"
"r1gw","Cafe Sarree - Escario","Western",5.0,375,"cebu city"
"r1hu","Ineng's Special BBQ - Marikina","Filipino",5.0,466,"marikina"
"r1ia","Sip & Chow Food Express - Sampaloc","Asian",4.9,1524,"manila"
"r1is","Michelle's Putong Ube - Pasig","Filipino",5.0,76,"pasig city"
"r1jp","Ochado - Buhangin","Milk Tea",4.8,298,"davao city davao del sur"
"r1kf","Chawadicup - Manila","Milk Tea",5.0,259,"manila"
"r1kt","Tea Kong Cafe - Wilcon","Milk Tea",5.0,682,"quezon city"
"r1ll","RACKS - SM North EDSA","American",5.0,644,"quezon city"
"r1mr","24/7 Wings - Maginhawa","Chicken Wings",4.7,1264,"quezon city"
"r1ne","Giardino Gelato - IT Park","Desserts",4.8,79,"cebu city"
"r1ni","Jolly Bubble Taiwan Milktea - Lahug","Filipino",5.0,4866,"cebu city"
"r1ns","Nanyang - Bonifacio High Street","Chicken",5.0,1006,"taguig city"
"r1nx","Scout's Honor - Santolan","Desserts",5.0,1019,"san juan"
"r1o0","Warmasha Taste Of Middle East - Fairview","Wraps",0.0,0,"quezon city"
"r1oe","Rice and Shine - Manila","Silog",5.0,2211,"manila"
"r1oj","Calorie Club - Manila","Healthy",5.0,572,"manila"
"r1ot","Tetam's Tapsihan - Dimasalang","Filipino",5.0,4276,"pasay city"
"r1ou","Good Cup Coffee Co - Cebu","Coffee",5.0,1485,"cebu city"
"r1ow","The Coffee Bean & Tea Leaf - Estancia","Coffee",5.0,879,"pasig city"
"r1ox","Manam - Ayala by the Bay","Filipino",4.9,402,"pasay city"
"r1pf","Black Scoop Cafe - Fisher Mall","Milk Tea",4.9,1877,"quezon city"
"r1pg","Yuan's Wings - P. Lopez","Chicken Wings",5.0,363,"mandaluyong city"
"r1pq","Zark's Burgers - BGC","American",5.0,1319,"taguig city"
"r1qa","Ristorante Spirale - Damosa","Pasta",5.0,149,"davao city davao del sur"
"r1qi","The Fat Seed + Roastery - UP Town","Coffee",5.0,274,"quezon city"
"r1rg","Tender Bob's - Ortigas","Western",4.9,50,"mandaluyong city"
"r1ru","Max's Restaurant - MOA","Chicken",5.0,175,"pasay city"
"r1si","Yummy Tokyo - Maginhawa","Japanese",4.9,1172,"quezon city"
"r1sl","Pochon Chicken - Pasay","Chicken",5.0,1601,"pasay city"
"r1uh","The Perfect Pint - Alabang","Western",4.9,74,"muntinlupa city"
"r1um","Nid's Balot 'n Bilao - Shaw Hillcrest","Filipino",5.0,3057,"pasig city"
"r1us","The Bayleaf - Intramuros","Filipino",5.0,165,"manila"
"r1vc","Michelle's Putong Ube - Market Market","Filipino",5.0,117,"taguig city"
"r1vl","Tim Hortons - I-Care","Coffee",5.0,11182,"makati city"
"r1xp","Pizza Hut - Parkmall Cebu","Pizza",5.0,1600,"cebu city"
"r1xs","The Vegetarian Kitchen - Paligsahan","Filipino",5.0,433,"quezon city"
"r1yi","Baa Baa Thai Tea - Panay","Milk Tea",5.0,2173,"quezon city"
"r1yr","The Sugar-Free Bakery - Mandaluyong","Cakes",5.0,771,"mandaluyong city"
"r1yv","Potato Giant - SM City Manila","Snacks",5.0,295,"manila"
"r1za","Poochinis Restaurant - Valero","Filipino",5.0,584,"makati city"
"r1zf","Tim Hortons - Burgos Circle","Coffee",5.0,4077,"taguig city"
"r1zv","Peri-Peri Charcoal Chicken & Sauce Bar - Robinsons Magnolia","Chicken",4.9,769,"quezon city"
"r20n","Izakaya Ichi Ryu - F.B. Harrison Street","Japanese",5.0,47,"manila"
"r22d","Budbod Popss - Makati","Filipino",0.0,0,"makati city"
"r23s","KOALAFRAPPE MILKTEA SHOP - 1123 PEDRO GUEVARA ST.","Asian",0.0,0,"manila"
"r273","Rob's Diner - Buhangin","Ulam",4.9,14,"davao city davao del sur"
"r288","Bistro Bowlstar - Mandaluyong","Sisig",0.0,0,"mandaluyong city"
"r2br","Tim Hortons - Festival Supermall","Coffee",5.0,5518,"muntinlupa city"
"r2bw","Banh Mi Kitchen - Lucky Chinatown","Asian",5.0,1322,"manila"
"r2cl","Cafe Belle (Boss Lemon | Boss Sisig)","Asian",5.0,379,"cebu city"
"r2cl","Cafe Belle - Talamban","Asian",5.0,378,"cebu city"
"r2cp","Classic Savory - SM Hypermarket Pasig","Chicken",5.0,1086,"pasig city"
"r2du","24/7 Super Healthy - Makati","Healthy",5.0,5129,"makati city"
"r2eq","Yumzie - Valero","Healthy",5.0,1099,"makati city"
"r2es","Scout's Honor - UP Town","Desserts",5.0,469,"quezon city"
"r2fc","Bober Tea - Valero Plaza","Milk Tea",5.0,2171,"makati city"
"r2gc","Mang Inasal - Edsa Arayat","Chicken",4.9,6447,"san juan"
"r2gh","Pizza Hut - Xavierville","Pizza",5.0,3634,"quezon city"
"r2gn","BO's Coffee - Green Residences","Coffee",5.0,4772,"manila"
"r2hb","The Alley ""It's time for Tea"" - Mall of Asia","Milk Tea",5.0,407,"pasay city"
"r2hq","Kraken Takoyaki - Glorietta","Takoyaki",5.0,521,"makati city"
"r2iu","Tapa King - San Lorenzo","Filipino",4.9,969,"makati city"
"r2ji","Fruitfussion Shake Hub - OPL","Healthy",5.0,454,"makati city"
"r2ju","Jonie's Sizzlers & Roast - City Time Square","Asian",5.0,665,"cebu city"
"r2ka","Itealicious - Lahug","Milk Tea",5.0,9591,"cebu city"
"r2ke","Chicken Pete - Illustre","Fried Chicken",4.5,570,"davao city davao del sur"
"r2kj","Authentic Chinese Cuisine - Makati","Chinese",4.7,863,"makati city"
"r2le","Jollibee - Bocaue Lolomboy","Fast Food",5.0,7492,"malolos bulacan"
"r2mo","Good Munch - Agno","Fast Food",5.0,215,"manila"
"r2mq","CoCo Fresh Tea & Juice - Sapphire Bloc Ortigas","Milk Tea",5.0,6804,"pasig city"
"r2mr","Ping Ping Native Lechon - Paang Bundok","Lechon",5.0,21502,"quezon city"
"r2np","Classic Savory - SM Lanang","Chicken",5.0,1084,"davao city davao del sur"
"r2op","Pepi Cubano - Greenbelt","Fast Food",4.9,91,"makati city"
"r2ox","Dimsum Diner - Torres","Chinese",5.0,1754,"davao city davao del sur"
"r2pf","Calves Steakside - Central Park","BBQ",5.0,206,"davao city davao del sur"
"r2pg","Pidoks - Lanang","Filipino",5.0,818,"davao city davao del sur"
"r2pj","Yi Fang Taiwan Fruit Tea - BGC","Milk Tea",5.0,2853,"taguig city"
"r2ps","Wok to Go - Padre Faura","Chinese",5.0,1973,"manila"
"r2qq","Aling Banang This Is It Pancit! - San Juan","Filipino",5.0,5917,"san juan"
"r2qx","Chops to Go - SM Manila","Chicken",4.6,139,"manila"
"r2rl","PotDog - SM Megamall","Seafood",4.9,192,"mandaluyong city"
"r2sf","Black Scoop Cafe - California Garden Square","Milk Tea",5.0,2846,"mandaluyong city"
"r2si","Fore Pairs Buffalo Wings - Poblacion","Chicken Wings",5.0,3158,"mandaluyong city"
"r2tx","Celso's Crib - Talamban","Coffee",5.0,97,"cebu city"
"r2uj","Dampa Express - Pioneer","Fish",5.0,736,"pasig city"
"r2uu","Kairos Kitchen - Davao","Filipino",5.0,1271,"davao city davao del sur"
"r2wg","Shanghai Hand-pulled Noodles","Chinese",5.0,3197,"quezon city"
"r2wh","ShareTea - Pioneer","Milk Tea",5.0,959,"pasig city"
"r2wo","SuToKil & Seafood Grill - Davao","Filipino",4.9,835,"davao city davao del sur"
"r2xn","Street Ramen - Arayat","Japanese",4.9,809,"mandaluyong city"
"r2yo","Annapoorna - Mandaluyong City","Indian",4.9,1535,"mandaluyong city"
"r2za","Toryano's Chicken Haus - Matina","Filipino",4.9,517,"davao city davao del sur"
"r2zl","PotDog - Ever Supermarket Masangkay","Seafood",5.0,433,"manila"
"r3af","Super Chicken Tenders - Maginhawa","Chicken",4.9,2055,"quezon city"
"r3aj","Max Mango - SM Sta. Mesa","Beverages",5.0,1346,"manila"
"r3al","Cold Stone Creamery - Megamall","Ice Cream",4.9,161,"mandaluyong city"
"r3bc","Classic Savory - SM Marikina","Chicken",5.0,478,"marikina"
"r3bw","Eat Sleep Burger - Bayanan","Burgers",5.0,1512,"muntinlupa city"
"r3cf","The Alley ""It's Time for Tea"" - SM Megamall","Milk Tea",5.0,801,"mandaluyong city"
"r3dc","Cha Tuk Chak - Salcedo","Milk Tea",5.0,2981,"makati city"
"r3dg","Manam - Seven NEO ( Net Park)","Filipino",4.9,3260,"taguig city"
"r3dj","Yao's Kitchen - Sacred Heart","Chinese",4.9,1022,"makati city"
"r3dv","Empanada Nation - Cyberpark 1","Filipino",5.0,1074,"quezon city"
"r3dw","Caitlyn's Dumpling Bar - Marfori Heights","Dumpling",5.0,2837,"davao city davao del sur"
"r3eg","Subway - Citi Plaza","Sandwiches",5.0,6544,"taguig city"
"r3hv","Zumara Japanese Restaurant - Pinagsama","Japanese",5.0,1464,"taguig city"
"r3iy","Rose Homemade Specials - Marfori","Healthy",5.0,1033,"davao city davao del sur"
"r3jw","Hummus Express - Manila","Middle Eastern",5.0,353,"manila"
"r3k3","Lembest Lechon - Villamor","Liempo",4.9,793,"pasay city"
"r3ka","Coffee Box - SM Lanang","Coffee",4.9,433,"davao city davao del sur"
"r3kh","Suki Gyouza - BGC","Fast Food",5.0,444,"taguig city"
"r3lk","Lots'a Pizza - Villamor","Pizza",5.0,1250,"pasay city"
"r3lv","Cantina Angrydobo","Filipino",4.9,505,"manila"
"r3mn","Michelle's Putong Ube - Glorietta","Filipino",5.0,46,"makati city"
"r3mo","Auntie May's - Pioneer Street Market","Seafood",1.6,72,"mandaluyong city"
"r3ms","Bad Cafe - Windsor Tower","Coffee",5.0,323,"makati city"
"r3ne","Kuya J Restaurant - Festival Mall","Filipino",5.0,682,"muntinlupa city"
"r3nj","Melliza Cakes & Pastries - San Antonio","Cakes",5.0,224,"makati city"
"r3oi","S&R New York Style Pizza - Landmark Alabang","Pizza",5.0,2709,"muntinlupa city"
"r3on","Red Ribbon - Muntinlupa Bayan","Cakes",5.0,1426,"muntinlupa city"
"r3or","Chowking - Bukidnon Valencia","Fast Food",4.9,4396,"valencia bukidnon"
"r3ot","Blazin Bonfire Grill - San Sebastian","American",4.8,489,"manila"
"r3pc","Mo' Cookies - Robinsons Place Manila","Desserts",5.0,401,"manila"
"r3pu","Tim Hortons - UN Square Mall","Coffee",5.0,9383,"manila"
"r3py","Burger Beast - Makati","Burgers",4.9,2421,"makati city"
"r3qx","Tim Hortons - KIA Theatre","Coffee",5.0,11272,"quezon city"
"r3qz","Tea Heaven Cafe - Bolton","Chinese",5.0,2285,"davao city davao del sur"
"r3rl","Five Grains - Pasay","Chinese",4.9,72,"pasay city"
"r3sj","Mr. Bones Grill - Il Corso Foodyard South","Filipino",5.0,415,"cebu city"
"r3tu","Quan Native Delicacies - Palanan","Desserts",5.0,1798,"makati city"
"r3ty","Moon Rabbit Cafe - Ledesma Street","Noodles",5.0,89,"san juan"
"r3u9","SaladStop! - Estancia Mall","Salads",5.0,26,"pasig city"
"r3ud","The Coffee Bean & Tea Leaf - Ayala North Exchange","Coffee",5.0,1155,"makati city"
"r3ue","Shakey's Pizza - Maybunga","Pizza",5.0,2839,"pasig city"
"r3um","Ono Poke - Greenbelt","Rice Bowl",5.0,1110,"makati city"
"r3un","8CUTS - Megamall","Burgers",5.0,2572,"mandaluyong city"
"r3uz","The Director's Cafe - Barangay 746","Coffee",4.4,37,"manila"
"r3vd","Ooma - Greenbelt","Japanese",5.0,777,"makati city"
"r3vz","Sinangag Station - Pueblo Verde","Filipino",5.0,2550,"lapu-lapu city cebu"
"r3wb","Nathaniel's Bakeshop - Sycamore Arcade","Filipino",5.0,765,"muntinlupa city"
"r3wp","La Toscana Italian Restaurant - Tionko Building","Pasta",4.9,386,"davao city davao del sur"
"r3ww","HoHo Chickenchop - Binondo","Chicken",4.9,155,"manila"
"r3xd","Hummus Express - Maginhawa","Middle Eastern",5.0,407,"quezon city"
"r3xe","Pizza Hut - SM Davao","Pizza",5.0,1857,"davao city davao del sur"
"r3yy","BO's Coffee - Pueblo Verde","Coffee",5.0,4920,"lapu-lapu city cebu"
"r3zr","Asakusa: Home of Tempura - Ayala Malls Vertis North","Japanese",4.9,42,"quezon city"
"r42n","Kenny Rogers Roasters - SM Ormoc","Chicken",5.0,213,"ormoc leyte"
"r436","99 Peso Sulit Chicken - Putatan","Chicken",1.5,15,"muntinlupa city"
"r45l","Bad Bird - Public Eatery","Fried Chicken",4.7,26,"quezon city"
"r465","BBQ Bob - Victory Mall Pasay","BBQ",5.0,51,"pasay city"
"r46c","Lemon Hub - SM Dagupan","Milk Tea",5.0,179,"dagupan pangasinan"
"r4ba","Chowking - Muntinlupa Bayan","Fast Food",5.0,7574,"muntinlupa city"
"r4bk","Park Avenue Desserts - Magallanes","Cakes",5.0,663,"makati city"
"r4cf","Queens at Bollywood - Serendra","Indian",4.9,977,"taguig city"
"r4cq","Muncher Cafe - Spazio Bernardo","Beverages",5.0,3506,"quezon city"
"r4cu","Pizza Hut - Evangelista","Pizza",5.0,4485,"makati city"
"r4cv","Calorie Club - Makati","Healthy",5.0,847,"makati city"
"r4ei","Nathaniel's Bakeshop - San Juan","Cakes",5.0,721,"san juan"
"r4ek","Noor - Forbestown","Western",4.9,233,"taguig city"
"r4eo","Lots'a Pizza - Paco","Pizza",5.0,2415,"manila"
"r4et","Michelle's Putong Ube - Trinoma","Filipino",5.0,60,"quezon city"
"r4fb","Kuzina Guadalupe - SM Seaside","Filipino",5.0,203,"cebu city"
"r4fo","Brique Modern Kitchen - Robinsons Galleria","Burgers",5.0,274,"cebu city"
"r4gn","Streat Side Coffee and Tea - Zobel","Milk Tea",4.8,799,"manila"
"r4hf","24/7 Super Healthy - Manila","Healthy",5.0,6596,"manila"
"r4hx","99 Peso Rice Bowls To Go - Manila","Rice Bowl",5.0,1459,"manila"
"r4ig","Banana Leaf - Rockwell","Thai",4.9,481,"makati city"
"r4jy","Samgyeop Seoul - Open Kitchen (Congre)","Korean",5.0,932,"quezon city"
"r4kc","Tai Koo HK Roast - Kroma Tower","Chinese",4.7,708,"makati city"
"r4kg","Banana Leaf - Estancia Mall","Thai",5.0,697,"pasig city"
"r4ku","Tropic Fruit Bar - Sugbo Mercado","Fruit Shake",5.0,953,"cebu city"
"r4l2","BLK N' WHT - Lope de vega","Coffee",0.0,0,"manila"
"r4mp","Dot43 Cafe - Marikina","Milk Tea",5.0,2413,"marikina"
"r4mv","Cebu Lasagna - Sugbo Mercado IT Park","Asian",5.0,2086,"cebu city"
"r4po","Kuya J Restaurant - SM Seaside","Filipino",4.9,1084,"cebu city"
"r4qn","The Alley ""It's Time for Tea"" - SM North Edsa","Milk Tea",5.0,538,"quezon city"
"r4qv","Gong cha - Torre Lorenzo","Milk Tea",5.0,1831,"manila"
"r4rn","Incredible India Food and Product Depot - PTT","Indian",4.6,599,"makati city"
"r4ru","Plato Wraps - Ayala Malls Marikina","Wraps",5.0,251,"marikina"
"r4rx","Takaku Japanese Restaurant - Avenida","Japanese",4.9,7944,"taguig city"
"r4sd","Dampa Express - Holy Spirit","Fish",4.9,153,"quezon city"
"r4si","Super Chicken Tenders - Manila","Chicken",4.9,2960,"manila"
"r4tu","Yi Fang Taiwan Fruit Tea - Malate","Milk Tea",5.0,1929,"manila"
"r4ub","Chambee Tea Shop - Bayani Road","Milk Tea",5.0,697,"taguig city"
"r4uv","Tropic Fruit Bar - Escario","Fruit Shake",5.0,2458,"cebu city"
"r4vb","Ylaya Maki and Lumpia House - Evangeline Building","Filipino",4.9,1258,"quezon city"
"r4vh","Hot Kitchen - Grace Mall","Filipino",5.0,5491,"taguig city"
"r4w4","PICKUP COFFEE - Aeon Tower Davao","Coffee",5.0,277,"davao city davao del sur"
"r4wc","LemonZilla - SM Lanang","Coffee",5.0,213,"davao city davao del sur"
"r4wl","Kuya J Restaurant - Mckinley","Filipino",4.9,1171,"taguig city"
"r4wm","Jafar's Shawarma - Ayala Business Park","Wraps",5.0,5327,"cebu city"
"r4wo","iVegan Cafe Restaurant - Plaza 100","Asian",5.0,1189,"makati city"
"r4wv","Chowking - Koronadal","Fast Food",4.9,2655,"koronadal south cotabato"
"r4xz","Paku - Cebu","Chicken Wings",5.0,940,"cebu city"
"r4yb","Boozy.ph Liquor Store - Quezon City","Beverages",5.0,433,"quezon city"
"r4zi","Apo Ni Rose Empanada & Lumpia Special - Victoria Plaza","Filipino",4.9,2413,"davao city davao del sur"
"r52f","Espacio Cafe - Banawe Quezon","Coffee",0.0,0,"quezon city"
"r52h","Proud Chicken - R Arcenas Street Banawa","Fried Chicken",5.0,22,"cebu city"
"r59w","Selecta Ice Cream Shop - General Ricarte Street","Ice Cream",5.0,41,"makati city"
"r5bm","Whistlestop - Alabang","Seafood",4.9,62,"muntinlupa city"
"r5bs","Golden Brown Specialties - Duterte St.","Filipino",5.0,1747,"davao city davao del sur"
"r5dj","Gourmet Trays - Congressional","Pasta",5.0,70,"quezon city"
"r5eu","Kenji Tei Ramen House - ATC","Japanese",5.0,223,"muntinlupa city"
"r5ev","Ono Poke - Mandaluyong","Rice Bowl",5.0,1356,"mandaluyong city"
"r5fc","Fiftea - Gaisano Grand Citygate Mall","Milk Tea",5.0,661,"davao city davao del sur"
"r5gl","Rice and Shine - Makati","Silog",5.0,2188,"makati city"
"r5gz","Ono Poke - BGC","Rice Bowl",5.0,1209,"taguig city"
"r5hj","Mamma Maria's Pizzeria Cafe - Lanang Branch","Pizza",4.9,751,"davao city davao del sur"
"r5if","Classic Savory - SM Davao","Chicken",5.0,1519,"davao city davao del sur"
"r5jd","Angelito's Batchoy, FriedRice Atbp. - Maguikay","Filipino",5.0,3533,"cebu city"
"r5jp","Kite Kebab Bar – Salcedo","Shawarma",4.8,226,"makati city"
"r5jq","Classic Savory - Greenhills","Chicken",4.9,401,"san juan"
"r5m1","Sugarhouse - Marikina","Chicken",0.0,0,"marikina"
"r5mn","Elsa Silogan - Urgello","Filipino",4.9,2052,"cebu city"
"r5mx","Jalslee's Grill - Pusok","Filipino",5.0,1442,"lapu-lapu city cebu"
"r5nd","Wildflour Italian - BGC","Pizza",5.0,710,"taguig city"
"r5ou","The Coffee Bean & Tea Leaf - Eastwood","Coffee",4.9,741,"quezon city"
"r5qb","Yi Fang Taiwan Fruit Tea - Shangri La","Milk Tea",5.0,1411,"mandaluyong city"
"r5qh","Gong Cha - Greenfield","Milk Tea",5.0,1054,"mandaluyong city"
"r5qi","Joanna's Halo-Halo & Snack - Banawa","Halo-Halo",5.0,2627,"cebu city"
"r5rr","Masta Tako - Pio Del Pilar","Takoyaki",4.9,555,"makati city"
"r5rx","I Love Milktea - Malvar","Milk Tea",5.0,418,"davao city davao del sur"
"r5td","Kumokuro Ramens - Sta. Mesa","Japanese",5.0,1878,"manila"
"r5tj","Black Scoop Cafe - Festival Mall","Milk Tea",4.9,411,"muntinlupa city"
"r5ts","Spence Cafe & Kitchen - Solinea","Seafood",5.0,425,"cebu city"
"r5tz","Milk Fridge Taiwan Bubble Tea - Quezon City","Milk Tea",4.9,1342,"quezon city"
"r5um","David's Tea House - Mandaue","Chinese",5.0,1376,"cebu city"
"r5ur","Tapa King - RCBC BGC","Filipino",5.0,2238,"taguig city"
"r5vm","Wow Lechon - Katipunan Diner","Lechon",5.0,8574,"davao city davao del sur"
"r5vp","Cecil's - Ecoland","Filipino",5.0,888,"davao city davao del sur"
"r5vt","Souper Hot Fast Ma La Tang Hot Pot - Araneta City","Chinese",3.9,124,"quezon city"
"r5wb","Happon Ramen House - Maginhawa","Japanese",5.0,554,"quezon city"
"r5wc","Infinitea - Crossroad Tandang Sora","Milk Tea",5.0,1059,"quezon city"
"r5yf","Scout's Honor - Uptown","Desserts",4.9,775,"taguig city"
"r5yi","PARMIGIANO Ristorante Pizzeria - Newport Mall","Pizza",5.0,45,"pasay city"
"r5yq","Caramia Cakes & Gelato - BGC","Cakes",5.0,1171,"taguig city"
"r5zl","SaLang Restaurant - Ortigas Center","Korean",5.0,3120,"pasig city"
"r65x","Tapa King - California Garden Mandaluyong City","Filipino",5.0,216,"mandaluyong city"
"r69h","Siomai Grets - Malolos","Siomai",0.0,0,"malolos bulacan"
"r6b5","The Matcha Tokyo - Robinsons Magnolia","Beverages",0.0,0,"quezon city"
"r6by","Kape Sur - Phil. Stock Exchange Pasig","Coffee",5.0,516,"pasig city"
"r6cs","Wendy's - S&R Shaw Boulevard","Burgers",5.0,4572,"mandaluyong city"
"r6cv","Gong cha - Abreeza Mall","Milk Tea",5.0,1741,"davao city davao del sur"
"r6da","Bober Tea Express - Ayala Malls Vertis North","Milk Tea",5.0,444,"quezon city"
"r6de","Kape Sur - BGC","Coffee",5.0,682,"taguig city"
"r6dq","The Mess Hall by The Moment Group - Karrivin Plaza","Filipino",4.9,249,"makati city"
"r6dv","Kharabons - Alabang","Fried Chicken",4.9,950,"muntinlupa city"
"r6dy","Cecil's - Anda","Filipino",5.0,1757,"davao city davao del sur"
"r6ef","Peri-Peri Charcoal Chicken & Sauce Bar - Uptown Parade","Chicken",5.0,1201,"taguig city"
"r6ep","Tokyo Tempura - Market Market","Japanese",5.0,426,"taguig city"
"r6ew","Mang Inasal - Gate 3","Chicken",5.0,3650,"taguig city"
"r6ex","Sinangag Station - Maginhawa","Filipino",5.0,1595,"quezon city"
"r6ge","Bakmi Nyonya - Pioneer","Cakes",5.0,363,"mandaluyong city"
"r6gg","The Lobby Cafe - Arcadia","Beverages",5.0,373,"davao city davao del sur"
"r6hs","Chica's Bagnet Express - Shoppers' Mart","Filipino",4.7,199,"manila"
"r6ih","DiCofi - Valero Plaza","Noodles",5.0,687,"makati city"
"r6im","Black Scoop Cafe - UST Dapitan","Milk Tea",5.0,2403,"manila"
"r6it","Helen's Kitchen - Buhangin","Filipino",5.0,496,"davao city davao del sur"
"r6iw","Peri-Peri Charcoal Chicken & Sauce Bar - Alabang Town Center","Chicken",5.0,366,"muntinlupa city"
"r6j0","Buri-Bap Japanese & Korean Rice Bowls - The Tents Zeta Tower","Japanese",5.0,18,"quezon city"
"r6jn","Kuya J Restaurant - Island Central Mall","Ulam",4.9,394,"lapu-lapu city cebu"
